Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,,,,,,,
Melissodes,Melissodes desponsa,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,,,,,,,,
Melissodes,Melissodes desponsa,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 6,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 6,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,,BB,,Old Field,Sept. 26,,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Lafayette,Big Muddy,,BB,,Forest,Sept. 26,,,,,,,,,
Melissodes,Melissodes trinodis,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,,,,,,,,
Melissodes,Melissodes trinodis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,,,,,,,,
Melitoma,Melitoma taurea,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,,,,,,,,
Nomada,Nomada sp. 2,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,,,,,,,,
Nomada,Nomada sp. 3,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,,,,,,,,
Nomada,Nomada sp. 3,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jun. 12,N/A,,,,,,,,
Nomada,Nomada sp. A,Male,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,,,,,,,,
Nomia,Nomia norton ,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,JAB Ray,,,,,,,
Nomia,Nomia norton ,Male,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,,,,,,,,
Nomia,Nomia norton ,Male,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,,,,,,,,
Nomia,Nomia triangulifera,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 26,N/A,JAB Ray,,,,,,,
Osmia,Osmia collinsiae,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,,,,,,,,
Osmia,Osmia georgica,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 22,E. Kelly,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,Jun. 20,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,Jun. 12,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 29,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 29,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,,,,,,,,
Osmia,Osmia pumila,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,May. 22,N/A,,,,,,,,
Peponapis,Peponapis pruinosa,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,,,,,,,,
Peponapis,Peponapis pruinosa,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Sept. 13,N/A,,,,,,,,
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,,,,,,,
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,BB Lafayette,,,,,,,
Ptilothrix,Ptilothrix bombiformis,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,JAB Ray,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,May. 22,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,May. 22,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,May. 29,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Jun. 12,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jun. 20,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Forest,Jun. 20,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,May. 29,N/A,,,,,,,,
Sphecodes,Sphecodes cressoni group,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Sept. 26,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,,,,,,,,
Svastra,Svastra obliqua,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Sept. 26,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Male,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 13,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Aug. 20,N/A,,,,,,,,
Svastra,Svastra obliqua,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,,,,,,,,
Xylocopa,Xylocopa virginica,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,old field,Jun. 20,W. Watkins,JAB Ray Co. ,,,,,,,
Xylocopa,Xylocopa virginica,Male,Missouri,Ray,Big Muddy,N/A,JAB,N/A,old field,Jun. 20,W. Watkins,JAB Ray Co. ,,,,,,,
Xylocopa,Xylocopa virginica,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Sept. 26,N/A,,,,,,,,
Xylocopa,Xylocopa virginica,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,remnant prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon texanus,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,remnant prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon virescens,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon virescens,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon virescens,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon virescens,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Agapostemon,Agapostemon virescens,Female,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,tallgrass prairie,Jun. 14,R. Engelmann,,,,,,,,
Andrena ,Andrena carlini,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,remnant prairie,Jun. 14,R. Engelmann,,,,,,,,
Andrena,Andrena miranda,Male,Minnesota,Polk,Glacial Ridge,Kertsonville II,Kertsonville II,N/A,Native prairie,Jul. 17,R. Engelmann,,,,,,,,
Andrena,Andrena miranda,Male,Minnesota,Polk,Glacial Ridge,Kertsonville II,Kertsonville II,N/A,Native prairie,Jul. 17,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Tall grass prairie,Jun.14,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Andrena ,Andrena sigmundi,Female,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,remnant prairie,Jun. 14,R. Engelmann,,,,,,,,
Andrena,Andrena virginiana,Female,Minnesota,Polk,Glacial Ridge,Kertsonville II,Kertsonville II,N/A,Native prairie,Jul. 17,R. Engelmann,,,,,,,,
Andrena,Andrena ziziae,Female,Minnesota,Polk,Glacial Ridge,Kertsonville II,Kertsonville II,N/A,Remnant native prairie,Jun. 24,R. Engelmann,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Restored prairie,Sept. 12,N/A,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Restored prairie,Sept. 12,N/A,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Restored prairie,Sept. 12,N/A,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Restored prairie,Sept. 12,N/A,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,Godfrey Unit,Godfrey Unit,N/A,Tallgrass prairie,Jun.14,R. Engelmann,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,May. 29 ,R. Engelmann,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,N/A,Godfrey unit,N/A,restored prairie,Jun. 14,R. Engelmann,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
Apis,Apis mellifera,Worker,Minnesota,Polk,Glacial Ridge,N/A,Kertonsville II unit,N/A,native tallgrass prairie,May. 29 ,R. Engelmann,,,,,,,,
